datum,dag,uur,temp,neerslag_mm,windsnelheid,dorp,data_bron,etl_timestamp
2025-12-26 17:00:00+00:00,2025-12-26,17:00,-2.1,0.0,12.24,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 18:00:00+00:00,2025-12-26,18:00,-2.6,,12.96,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-27 00:00:00+00:00,2025-12-27,00:00,-1.3,,9.72,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-27 06:00:00+00:00,2025-12-27,06:00,-0.8,,7.2,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-27 12:00:00+00:00,2025-12-27,12:00,5.3,,8.28,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-27 18:00:00+00:00,2025-12-27,18:00,4.2,,11.879999999999999,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-28 00:00:00+00:00,2025-12-28,00:00,2.7,,11.16,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-28 06:00:00+00:00,2025-12-28,06:00,0.6,,8.28,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-28 12:00:00+00:00,2025-12-28,12:00,3.8,,6.84,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-28 18:00:00+00:00,2025-12-28,18:00,1.0,,7.920000000000001,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-29 00:00:00+00:00,2025-12-29,00:00,2.9,,8.64,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-29 06:00:00+00:00,2025-12-29,06:00,4.3,,11.16,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-29 12:00:00+00:00,2025-12-29,12:00,6.6,,14.04,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-29 18:00:00+00:00,2025-12-29,18:00,5.3,,13.68,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-30 00:00:00+00:00,2025-12-30,00:00,5.0,,13.68,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-30 06:00:00+00:00,2025-12-30,06:00,5.0,,11.879999999999999,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-30 12:00:00+00:00,2025-12-30,12:00,6.6,,14.4,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-30 18:00:00+00:00,2025-12-30,18:00,5.2,,12.96,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-31 00:00:00+00:00,2025-12-31,00:00,4.5,,16.2,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-31 06:00:00+00:00,2025-12-31,06:00,4.9,,15.840000000000002,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-31 12:00:00+00:00,2025-12-31,12:00,6.1,,16.92,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-31 18:00:00+00:00,2025-12-31,18:00,4.1,,15.840000000000002,Bant,Met Norway API,2025-12-24T13:24:57.984793
2026-01-01 00:00:00+00:00,2026-01-01,00:00,3.8,,16.56,Bant,Met Norway API,2025-12-24T13:24:57.984793
2026-01-01 06:00:00+00:00,2026-01-01,06:00,4.7,,17.28,Bant,Met Norway API,2025-12-24T13:24:57.984793
2026-01-01 12:00:00+00:00,2026-01-01,12:00,5.8,,20.52,Bant,Met Norway API,2025-12-24T13:24:57.984793
2026-01-01 18:00:00+00:00,2026-01-01,18:00,4.8,,18.720000000000002,Bant,Met Norway API,2025-12-24T13:24:57.984793
2026-01-02 00:00:00+00:00,2026-01-02,00:00,4.2,,15.840000000000002,Bant,Met Norway API,2025-12-24T13:24:57.984793
2026-01-02 06:00:00+00:00,2026-01-02,06:00,3.9,,15.120000000000001,Bant,Met Norway API,2025-12-24T13:24:57.984793
2026-01-02 12:00:00+00:00,2026-01-02,12:00,6.0,,16.92,Bant,Met Norway API,2025-12-24T13:24:57.984793
2026-01-02 18:00:00+00:00,2026-01-02,18:00,5.4,,16.2,Bant,Met Norway API,2025-12-24T13:24:57.984793
2026-01-03 00:00:00+00:00,2026-01-03,00:00,5.7,,18.0,Bant,Met Norway API,2025-12-24T13:24:57.984793
2026-01-03 06:00:00+00:00,2026-01-03,06:00,6.1,,17.64,Bant,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 12:00:00+00:00,2025-12-24,12:00,2.6,0.0,25.56,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 13:00:00+00:00,2025-12-24,13:00,2.7,0.0,27.0,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 14:00:00+00:00,2025-12-24,14:00,2.4,0.0,27.720000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 15:00:00+00:00,2025-12-24,15:00,1.9,0.0,26.64,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 16:00:00+00:00,2025-12-24,16:00,0.9,0.0,22.68,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 17:00:00+00:00,2025-12-24,17:00,0.4,0.0,21.96,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 18:00:00+00:00,2025-12-24,18:00,0.1,0.0,24.48,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 19:00:00+00:00,2025-12-24,19:00,-0.1,0.0,26.28,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 20:00:00+00:00,2025-12-24,20:00,-0.4,0.0,26.64,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 21:00:00+00:00,2025-12-24,21:00,-0.7,0.0,27.36,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 22:00:00+00:00,2025-12-24,22:00,-1.1,0.0,27.36,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-24 23:00:00+00:00,2025-12-24,23:00,-1.6,0.0,25.56,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 00:00:00+00:00,2025-12-25,00:00,-2.0,0.0,25.2,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 01:00:00+00:00,2025-12-25,01:00,-2.4,0.0,25.56,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 02:00:00+00:00,2025-12-25,02:00,-2.8,0.0,25.2,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 03:00:00+00:00,2025-12-25,03:00,-3.2,0.0,25.92,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 04:00:00+00:00,2025-12-25,04:00,-3.6,0.0,26.64,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 05:00:00+00:00,2025-12-25,05:00,-3.8,0.0,27.36,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 06:00:00+00:00,2025-12-25,06:00,-4.0,0.0,26.28,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 07:00:00+00:00,2025-12-25,07:00,-4.3,0.0,24.12,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 08:00:00+00:00,2025-12-25,08:00,-4.7,0.0,21.240000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 09:00:00+00:00,2025-12-25,09:00,-4.4,0.0,24.840000000000003,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 10:00:00+00:00,2025-12-25,10:00,-3.5,0.0,25.2,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 11:00:00+00:00,2025-12-25,11:00,-2.4,0.0,24.48,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 12:00:00+00:00,2025-12-25,12:00,-1.4,0.0,23.759999999999998,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 13:00:00+00:00,2025-12-25,13:00,-0.8,0.0,24.840000000000003,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 14:00:00+00:00,2025-12-25,14:00,-0.7,0.0,25.2,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 15:00:00+00:00,2025-12-25,15:00,-1.3,0.0,23.400000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 16:00:00+00:00,2025-12-25,16:00,-2.3,0.0,22.32,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 17:00:00+00:00,2025-12-25,17:00,-2.9,0.0,21.6,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 18:00:00+00:00,2025-12-25,18:00,-3.3,0.0,21.240000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 19:00:00+00:00,2025-12-25,19:00,-3.7,0.0,21.240000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 20:00:00+00:00,2025-12-25,20:00,-4.2,0.0,20.88,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 21:00:00+00:00,2025-12-25,21:00,-4.8,0.0,18.0,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 22:00:00+00:00,2025-12-25,22:00,-5.2,0.0,19.8,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-25 23:00:00+00:00,2025-12-25,23:00,-5.6,0.0,21.96,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 00:00:00+00:00,2025-12-26,00:00,-6.0,0.0,21.240000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 01:00:00+00:00,2025-12-26,01:00,-6.3,0.0,19.8,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 02:00:00+00:00,2025-12-26,02:00,-6.5,0.0,18.720000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 03:00:00+00:00,2025-12-26,03:00,-6.6,0.0,16.92,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 04:00:00+00:00,2025-12-26,04:00,-6.7,0.0,17.28,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 05:00:00+00:00,2025-12-26,05:00,-6.7,0.0,18.36,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 06:00:00+00:00,2025-12-26,06:00,-6.8,0.0,16.56,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 07:00:00+00:00,2025-12-26,07:00,-6.8,0.0,16.2,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 08:00:00+00:00,2025-12-26,08:00,-6.8,0.0,15.840000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 09:00:00+00:00,2025-12-26,09:00,-5.9,0.0,15.840000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 10:00:00+00:00,2025-12-26,10:00,-4.0,0.0,15.48,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 11:00:00+00:00,2025-12-26,11:00,-1.8,0.0,15.120000000000001,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 12:00:00+00:00,2025-12-26,12:00,0.0,0.0,15.48,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 13:00:00+00:00,2025-12-26,13:00,0.8,0.0,15.120000000000001,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 14:00:00+00:00,2025-12-26,14:00,0.7,0.0,13.32,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 15:00:00+00:00,2025-12-26,15:00,0.0,0.0,12.96,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 16:00:00+00:00,2025-12-26,16:00,-1.2,0.0,12.6,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 17:00:00+00:00,2025-12-26,17:00,-1.8,0.0,12.6,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-26 18:00:00+00:00,2025-12-26,18:00,-2.3,,13.32,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-27 00:00:00+00:00,2025-12-27,00:00,-1.3,,9.0,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-27 06:00:00+00:00,2025-12-27,06:00,-0.7,,6.84,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-27 12:00:00+00:00,2025-12-27,12:00,5.8,,8.28,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-27 18:00:00+00:00,2025-12-27,18:00,4.4,,11.520000000000001,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-28 00:00:00+00:00,2025-12-28,00:00,2.9,,10.8,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-28 06:00:00+00:00,2025-12-28,06:00,0.5,,7.920000000000001,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-28 12:00:00+00:00,2025-12-28,12:00,3.6,,7.2,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-28 18:00:00+00:00,2025-12-28,18:00,1.2,,7.5600000000000005,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-29 00:00:00+00:00,2025-12-29,00:00,2.7,,8.64,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-29 06:00:00+00:00,2025-12-29,06:00,4.4,,10.8,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-29 12:00:00+00:00,2025-12-29,12:00,6.6,,13.68,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-29 18:00:00+00:00,2025-12-29,18:00,5.3,,12.96,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-30 00:00:00+00:00,2025-12-30,00:00,4.9,,12.96,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-30 06:00:00+00:00,2025-12-30,06:00,5.0,,11.16,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-30 12:00:00+00:00,2025-12-30,12:00,6.5,,14.4,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-30 18:00:00+00:00,2025-12-30,18:00,5.2,,12.6,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-31 00:00:00+00:00,2025-12-31,00:00,4.6,,15.840000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-31 06:00:00+00:00,2025-12-31,06:00,4.9,,15.120000000000001,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-31 12:00:00+00:00,2025-12-31,12:00,6.1,,16.92,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2025-12-31 18:00:00+00:00,2025-12-31,18:00,4.3,,15.48,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2026-01-01 00:00:00+00:00,2026-01-01,00:00,3.8,,15.840000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2026-01-01 06:00:00+00:00,2026-01-01,06:00,4.8,,17.28,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2026-01-01 12:00:00+00:00,2026-01-01,12:00,5.8,,19.8,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2026-01-01 18:00:00+00:00,2026-01-01,18:00,4.9,,18.0,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2026-01-02 00:00:00+00:00,2026-01-02,00:00,4.2,,15.48,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2026-01-02 06:00:00+00:00,2026-01-02,06:00,3.9,,14.04,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2026-01-02 12:00:00+00:00,2026-01-02,12:00,6.1,,16.92,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2026-01-02 18:00:00+00:00,2026-01-02,18:00,5.5,,15.840000000000002,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2026-01-03 00:00:00+00:00,2026-01-03,00:00,5.8,,18.0,Rutten,Met Norway API,2025-12-24T13:24:57.984793
2026-01-03 06:00:00+00:00,2026-01-03,06:00,6.2,,17.28,Rutten,Met Norway API,2025-12-24T13:24:57.984793
